t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
Chimp,Orang,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Chimp,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Chimp,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Gorilla,Human,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Gorilla,Jpn_Macaq,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Gorilla,Lemur,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Gorilla,Mouse,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Gorilla,Orang,0.88,0.07,0.05,100.0
Crab-E.Ma,Gibbon,Gorilla,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Gorilla,Squir_Mon,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Gorilla,Tarsier,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Human,Jpn_Macaq,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Human,Lemur,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Human,Mouse,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Human,Orang,0.88,0.07,0.05,100.0
Crab-E.Ma,Gibbon,Human,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Human,Squir_Mon,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Human,Tarsier,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Lemur,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Mouse,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Rhesus_Ma,0.92,0.04,0.04,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Jpn_Macaq,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Lemur,Mouse,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Lemur,Orang,0.07,0.91,0.02,100.0
Crab-E.Ma,Gibbon,Lemur,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Lemur,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Mouse,Orang,0.07,0.91,0.02,100.0
Crab-E.Ma,Gibbon,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Mouse,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gibbon,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gibbon,Orang,Squir_Mon,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Orang,Tarsier,0.07,0.02,0.91,100.0
Crab-E.Ma,Gibbon,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Gibbon,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Human,Jpn_Macaq,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Human,Lemur,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Human,Mouse,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Human,Orang,0.02,0.05,0.93,100.0
Crab-E.Ma,Gorilla,Human,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Human,Squir_Mon,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Human,Tarsier,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Lemur,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Mouse,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Rhesus_Ma,0.92,0.04,0.04,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Jpn_Macaq,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Lemur,Mouse,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Lemur,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Lemur,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Lemur,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Mouse,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Mouse,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Gorilla,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Orang,Tarsier,0.0,0.0,1.0,100.0
Crab-E.Ma,Gorilla,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Gorilla,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Jpn_Macaq,Lemur,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Jpn_Macaq,Mouse,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Jpn_Macaq,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Jpn_Macaq,Rhesus_Ma,0.92,0.04,0.04,100.0
Crab-E.Ma,Human,Jpn_Macaq,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Jpn_Macaq,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Lemur,Mouse,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Lemur,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Lemur,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Human,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Lemur,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Mouse,Orang,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Human,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Mouse,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Human,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Human,Orang,Squir_Mon,0.0,0.0,1.0,100.0
Crab-E.Ma,Human,Orang,Tarsier,0.0,0.0,1.0,100.0
Crab-E.Ma,Human,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Human,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Lemur,Mouse,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Lemur,Orang,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Lemur,Rhesus_Ma,0.04,0.92,0.04,100.0
Crab-E.Ma,Jpn_Macaq,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Lemur,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Mouse,Orang,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Mouse,Rhesus_Ma,0.04,0.92,0.04,100.0
Crab-E.Ma,Jpn_Macaq,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Mouse,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Orang,Rhesus_Ma,0.04,0.92,0.04,100.0
Crab-E.Ma,Jpn_Macaq,Orang,Squir_Mon,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Orang,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.04,0.04,0.92,100.0
Crab-E.Ma,Jpn_Macaq,Rhesus_Ma,Tarsier,0.04,0.04,0.92,100.0
Crab-E.Ma,Jpn_Macaq,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Crab-E.Ma,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Crab-E.Ma,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Lemur,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Mouse,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Crab-E.Ma,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Orang,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Crab-E.Ma,Orang,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Crab-E.Ma,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Crab-E.Ma,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Human,Jpn_Macaq,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Human,Lemur,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Human,Mouse,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Human,Orang,0.02,0.05,0.93,100.0
Gibbon,Gorilla,Human,Rhesus_Ma,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Human,Squir_Mon,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Human,Tarsier,0.0,0.0,1.0,100.0
Gibbon,Gorilla,Jpn_Macaq,Lemur,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Jpn_Macaq,Mouse,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Jpn_Macaq,Orang,0.05,0.88,0.07,100.0
Gibbon,Gorilla,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Jpn_Macaq,Squir_Mon,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Jpn_Macaq,Tarsier,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Lemur,Mouse,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Lemur,Orang,0.05,0.88,0.07,100.0
Gibbon,Gorilla,Lemur,Rhesus_Ma,0.91,0.02,0.07,100.0
Gibbon,Gorilla,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Lemur,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Mouse,Orang,0.05,0.88,0.07,100.0
Gibbon,Gorilla,Mouse,Rhesus_Ma,0.91,0.02,0.07,100.0
Gibbon,Gorilla,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Mouse,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Gorilla,Orang,Rhesus_Ma,0.05,0.07,0.88,100.0
Gibbon,Gorilla,Orang,Squir_Mon,0.05,0.07,0.88,100.0
Gibbon,Gorilla,Orang,Tarsier,0.05,0.07,0.88,100.0
Gibbon,Gorilla,Rhesus_Ma,Squir_Mon,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Rhesus_Ma,Tarsier,0.91,0.07,0.02,100.0
Gibbon,Gorilla,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Human,Jpn_Macaq,Lemur,0.91,0.07,0.02,100.0
Gibbon,Human,Jpn_Macaq,Mouse,0.91,0.07,0.02,100.0
Gibbon,Human,Jpn_Macaq,Orang,0.05,0.88,0.07,100.0
Gibbon,Human,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Gibbon,Human,Jpn_Macaq,Squir_Mon,0.91,0.07,0.02,100.0
Gibbon,Human,Jpn_Macaq,Tarsier,0.91,0.07,0.02,100.0
Gibbon,Human,Lemur,Mouse,1.0,0.0,0.0,100.0
Gibbon,Human,Lemur,Orang,0.05,0.88,0.07,100.0
Gibbon,Human,Lemur,Rhesus_Ma,0.91,0.02,0.07,100.0
Gibbon,Human,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Human,Lemur,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Human,Mouse,Orang,0.05,0.88,0.07,100.0
Gibbon,Human,Mouse,Rhesus_Ma,0.91,0.02,0.07,100.0
Gibbon,Human,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Human,Mouse,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Human,Orang,Rhesus_Ma,0.05,0.07,0.88,100.0
Gibbon,Human,Orang,Squir_Mon,0.05,0.07,0.88,100.0
Gibbon,Human,Orang,Tarsier,0.05,0.07,0.88,100.0
Gibbon,Human,Rhesus_Ma,Squir_Mon,0.91,0.07,0.02,100.0
Gibbon,Human,Rhesus_Ma,Tarsier,0.91,0.07,0.02,100.0
Gibbon,Human,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Lemur,Mouse,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Lemur,Orang,0.07,0.02,0.91,100.0
Gibbon,Jpn_Macaq,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Gibbon,Jpn_Macaq,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Lemur,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Mouse,Orang,0.07,0.02,0.91,100.0
Gibbon,Jpn_Macaq,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Gibbon,Jpn_Macaq,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Mouse,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Jpn_Macaq,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Gibbon,Jpn_Macaq,Orang,Squir_Mon,0.07,0.91,0.02,100.0
Gibbon,Jpn_Macaq,Orang,Tarsier,0.07,0.91,0.02,100.0
Gibbon,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Gibbon,Jpn_Macaq,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Gibbon,Jpn_Macaq,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Gibbon,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Gibbon,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Gibbon,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Lemur,Orang,Rhesus_Ma,0.02,0.91,0.07,100.0
Gibbon,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Gibbon,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Gibbon,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Mouse,Orang,Rhesus_Ma,0.02,0.91,0.07,100.0
Gibbon,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Gibbon,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Gibbon,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Gibbon,Orang,Rhesus_Ma,Squir_Mon,0.91,0.07,0.02,100.0
Gibbon,Orang,Rhesus_Ma,Tarsier,0.91,0.07,0.02,100.0
Gibbon,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gibbon,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Human,Jpn_Macaq,Lemur,1.0,0.0,0.0,100.0
Gorilla,Human,Jpn_Macaq,Mouse,1.0,0.0,0.0,100.0
Gorilla,Human,Jpn_Macaq,Orang,0.93,0.02,0.05,100.0
Gorilla,Human,Jpn_Macaq,Rhesus_Ma,1.0,0.0,0.0,100.0
Gorilla,Human,Jpn_Macaq,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Human,Jpn_Macaq,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Human,Lemur,Mouse,1.0,0.0,0.0,100.0
Gorilla,Human,Lemur,Orang,0.93,0.02,0.05,100.0
Gorilla,Human,Lemur,Rhesus_Ma,1.0,0.0,0.0,100.0
Gorilla,Human,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Human,Lemur,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Human,Mouse,Orang,0.93,0.02,0.05,100.0
Gorilla,Human,Mouse,Rhesus_Ma,1.0,0.0,0.0,100.0
Gorilla,Human,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Human,Mouse,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Human,Orang,Rhesus_Ma,0.93,0.05,0.02,100.0
Gorilla,Human,Orang,Squir_Mon,0.93,0.05,0.02,100.0
Gorilla,Human,Orang,Tarsier,0.93,0.05,0.02,100.0
Gorilla,Human,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Human,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Human,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Lemur,Mouse,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Lemur,Orang,0.0,0.0,1.0,100.0
Gorilla,Jpn_Macaq,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Gorilla,Jpn_Macaq,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Lemur,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Mouse,Orang,0.0,0.0,1.0,100.0
Gorilla,Jpn_Macaq,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Gorilla,Jpn_Macaq,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Mouse,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Jpn_Macaq,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Gorilla,Jpn_Macaq,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Gorilla,Jpn_Macaq,Orang,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Gorilla,Jpn_Macaq,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Gorilla,Jpn_Macaq,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Gorilla,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Gorilla,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Gorilla,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Lemur,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Gorilla,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Gorilla,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Gorilla,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Mouse,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Gorilla,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Gorilla,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Gorilla,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Gorilla,Orang,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Gorilla,Orang,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Gorilla,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Lemur,Mouse,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Lemur,Orang,0.0,0.0,1.0,100.0
Human,Jpn_Macaq,Lemur,Rhesus_Ma,0.0,1.0,0.0,100.0
Human,Jpn_Macaq,Lemur,Squir_Mon,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Lemur,Tarsier,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Mouse,Orang,0.0,0.0,1.0,100.0
Human,Jpn_Macaq,Mouse,Rhesus_Ma,0.0,1.0,0.0,100.0
Human,Jpn_Macaq,Mouse,Squir_Mon,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Mouse,Tarsier,1.0,0.0,0.0,100.0
Human,Jpn_Macaq,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Human,Jpn_Macaq,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Human,Jpn_Macaq,Orang,Tarsier,0.0,1.0,0.0,100.0
Human,Jpn_Macaq,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Human,Jpn_Macaq,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Human,Jpn_Macaq,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Human,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Human,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Human,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Human,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Human,Lemur,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Human,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Human,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Human,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Human,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Human,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Human,Mouse,Orang,Rhesus_Ma,0.0,1.0,0.0,100.0
Human,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Human,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Human,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Human,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Human,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Human,Orang,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Human,Orang,Rhesus_Ma,Tarsier,1.0,0.0,0.0,100.0
Human,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Human,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Jpn_Macaq,Lemur,Mouse,Orang,0.0,0.0,1.0,100.0
Jpn_Macaq,Lemur,Mouse,Rhesus_Ma,0.0,0.0,1.0,100.0
Jpn_Macaq,Lemur,Mouse,Squir_Mon,0.0,0.0,1.0,100.0
Jpn_Macaq,Lemur,Mouse,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Lemur,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Jpn_Macaq,Lemur,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Jpn_Macaq,Lemur,Orang,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Lemur,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Jpn_Macaq,Lemur,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Lemur,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Mouse,Orang,Rhesus_Ma,0.0,0.0,1.0,100.0
Jpn_Macaq,Mouse,Orang,Squir_Mon,0.0,1.0,0.0,100.0
Jpn_Macaq,Mouse,Orang,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Mouse,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Jpn_Macaq,Mouse,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Mouse,Squir_Mon,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Orang,Rhesus_Ma,Squir_Mon,0.0,1.0,0.0,100.0
Jpn_Macaq,Orang,Rhesus_Ma,Tarsier,0.0,1.0,0.0,100.0
Jpn_Macaq,Orang,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Jpn_Macaq,Rhesus_Ma,Squir_Mon,Tarsier,1.0,0.0,0.0,100.0
Lemur,Mouse,Orang,Rhesus_Ma,1.0,0.0,0.0,100.0
Lemur,Mouse,Orang,Squir_Mon,1.0,0.0,0.0,100.0
Lemur,Mouse,Orang,Tarsier,0.0,0.0,1.0,100.0
Lemur,Mouse,Rhesus_Ma,Squir_Mon,1.0,0.0,0.0,100.0
Lemur,Mouse,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Lemur,Mouse,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Lemur,Orang,Rhesus_Ma,Squir_Mon,0.0,0.0,1.0,100.0
Lemur,Orang,Rhesus_Ma,Tarsier,0.0,0.0,1.0,100.0
Lemur,Orang,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
Lemur,Rhesus_Ma,Squir_Mon,Tarsier,0.0,0.0,1.0,100.0
